,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,property_valuation,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Rank,Value,geo_address,latitude,longitude
4381,Harriet,Brattan,Female,81,1986-12-03,Human Resources Assistant I,Financial Services,High Net Worth,N,No,2,1,0.84,0.84,1.05,1.05,378,0.95625,"Kerang, Shire of Gannawarra, 3579, Victoria, Australia",-35.720707284375,143.868192128125
4382,Sada,Branton,Female,34,1974-06-24,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,14,6,0.78,0.78,0.78,0.78,378,0.95625,"Frankston, Melbourne, City of Frankston, 3199, Victoria, Australia",-38.1543768975976,145.13190886516517
4383,Jenelle,Mc-Kerley,Female,40,1942-01-23,Data Coordiator,Financial Services,Mass Customer,N,Yes,16,5,0.57,0.7124999999999999,0.7124999999999999,0.6056249999999999,378,0.95625,"Indooroopilly, Greater Brisbane, 4068, Queensland, Australia",-27.501940689568347,152.9753018095966
4384,Gabrila,Toopin,Female,7,1963-01-14,Junior Executive,Manufacturing,Mass Customer,N,No,12,6,0.84,0.84,0.84,0.714,378,0.95625,"Mullaway, Coffs Harbour City Council, 2456, New South Wales, Australia",-30.08618144509804,153.1894397372549
4385,Almira,Mangion,Female,4,1996-01-24,VP Product Management,Financial Services,Affluent Customer,N,Yes,2,12,0.52,0.65,0.8125,0.8125,382,0.95,"Cronulla, Sydney, Sutherland Shire Council, 2230, New South Wales, Australia",-34.05987198148148,151.1487288962963
4386,Arty,Strudwick,Male,85,1964-01-31,Data Coordiator,Health,Mass Customer,N,Yes,8,10,0.79,0.9875,1.234375,1.04921875,382,0.95,"Padstow, Sydney, Canterbury-Bankstown Council, 2211, New South Wales, Australia",-33.95333918770492,151.03303168278688
4387,Alexa,Dillet,Female,65,1944-10-05,Product Engineer,Entertainment,Affluent Customer,N,No,17,7,1.1,1.1,1.1,1.1,382,0.95,"Central Coast Council, 2261, New South Wales, Australia",-33.35283748787879,151.4686788909091
4388,Palmer,Heaven,Male,82,1995-05-18,Staff Scientist,Financial Services,Affluent Customer,N,Yes,9,6,0.49,0.6125,0.765625,0.765625,382,0.95,"Doreen, Melbourne, Shire of Nillumbik, 3754, Victoria, Australia",-37.61061952288136,145.1216184177966
4389,Porter,Buckenhill,Male,46,1954-06-14,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,9,7,1.04,1.3,1.3,1.3,386,0.945625,"Greenbank, Greater Brisbane, 4124, Queensland, Australia",-27.71890462307692,153.01262562
4390,Kizzee,Kemston,Female,11,1961-09-29,,Health,Mass Customer,N,No,13,8,0.8,0.8,0.8,0.68,386,0.945625,"Doonside, Sydney, Blacktown City Council, 2767, New South Wales, Australia",-33.765952373333334,150.87008584666668
4391,Isadora,Ducker,Female,15,1973-08-25,Account Executive,,Affluent Customer,N,Yes,8,5,0.55,0.6875,0.6875,0.6875,386,0.945625,"Bayswater, Melbourne, City of Knox, 3153, Victoria, Australia",-37.837088894354835,145.26850926290325
4392,Giffie,Offill,Male,51,1993-03-02,Structural Engineer,Telecommunications,Affluent Customer,N,No,5,3,0.89,0.89,0.89,0.89,386,0.945625,"North Mackay, Mackay Regional, 4740, Queensland, Australia",-21.124333039534886,149.19110012093023
4393,Fara,Sarath,Female,75,1948-06-30,Quality Control Specialist,,Mass Customer,N,No,22,7,0.48,0.48,0.48,0.408,386,0.945625,"Busby, Sydney, Liverpool City Council, 2168, New South Wales, Australia",-33.91353901428571,150.87780079285716
4394,Carolann,Raatz,Female,25,1979-02-26,Chief Design Engineer,,High Net Worth,N,No,21,6,0.56,0.56,0.56,0.56,386,0.945625,"Cranbourne West, Melbourne, City of Casey, 3977, Victoria, Australia",-38.09794173882979,145.26580881329787
4395,Tamar,Windmill,Female,92,1939-08-28,Senior Editor,Manufacturing,Affluent Customer,N,No,10,10,1.01,1.01,1.2625,1.2625,386,0.945625,"Bardwell Park, Sydney, Bayside Council, 2207, New South Wales, Australia",-33.93461146125,151.12887646125
4396,Kipp,Stockport,Male,36,1982-12-10,Data Coordiator,Retail,Mass Customer,N,Yes,6,11,0.94,1.175,1.46875,1.2484375,386,0.945625,"Bondi Junction, Eastern Suburbs, Sydney, Waverley Council, 2022, New South Wales, Australia",-33.89206883695652,151.25056846956522
4397,Packston,Wackett,Male,10,1950-04-26,Quality Engineer,Financial Services,Mass Customer,N,No,19,9,0.73,0.73,0.9125,0.775625,386,0.945625,"Cheltenham, Melbourne, City of Kingston, 3192, Victoria, Australia",-37.96121072167832,145.0522713013986
4398,Hanson,Eastes,Male,74,1990-05-20,,Manufacturing,Mass Customer,N,Yes,5,9,0.41,0.5125,0.640625,0.54453125,395,0.94,"Brunswick, Melbourne, City of Merri-bek, 3056, Victoria, Australia",-37.76793731528302,144.96029546698114
4399,Demetria,Bausor,Female,73,1961-12-22,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,9,12,0.81,1.0125,1.265625,1.07578125,396,0.9375,"Collaroy Plateau, Sydney, Northern Beaches Council, 2097, New South Wales, Australia",-33.73380277511423,151.29467232619555
4400,Lura,Fawdrie,Female,66,2002-01-17,VP Sales,Health,Mass Customer,N,Yes,4,3,0.49,0.6125,0.6125,0.520625,396,0.9375,"Advancetown, Gold Coast City, 4211, Queensland, Australia",-28.02440771293286,153.27420449250883
4401,Nora,Anselm,Female,84,1961-01-05,,Entertainment,High Net Worth,N,Yes,15,5,0.76,0.95,1.1875,1.1875,396,0.9375,"Forest Hill, Lockyer Valley Regional, 4342, Queensland, Australia",-27.576395085714285,152.38915141428572
4402,Estevan,Eastment,Male,54,1942-08-09,Environmental Specialist,Health,Mass Customer,N,Yes,21,8,0.73,0.9125,0.9125,0.775625,396,0.9375,"Botany, Sydney, Bayside Council, 2019, New South Wales, Australia",-33.94965995,151.20431378333333
4403,Aloysius,Glowacz,Male,72,1979-03-24,Financial Advisor,Financial Services,Affluent Customer,N,No,18,10,0.68,0.68,0.8500000000000001,0.8500000000000001,396,0.9375,"Sutherland, Sydney, Sutherland Shire Council, 2232, New South Wales, Australia",-34.03018081297297,151.06119609567568
4404,Bastien,Ibbeson,Male,53,1976-11-04,Software Consultant,IT,Mass Customer,N,No,12,5,0.79,0.79,0.79,0.6715,401,0.935,"Cudgen, Tweed Shire Council, 2487, New South Wales, Australia",-28.26646308,153.557940164
4405,Otha,Langworthy,Female,91,1967-01-20,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,13,10,0.61,0.7625,0.953125,0.81015625,401,0.935,"Blackburn, Melbourne, City of Whitehorse, 3130, Victoria, Australia",-37.814705920268715,145.15177178618043
4406,Gannie,Bargh,Male,56,1955-02-13,Analyst Programmer,,Mass Customer,N,Yes,13,7,0.92,1.15,1.15,0.9775,401,0.935,"Carrum Downs, Melbourne, City of Frankston, 3201, Victoria, Australia",-38.09778323469388,145.1771441122449
4407,Dwayne,Doel,Male,80,1978-01-21,Cost Accountant,Financial Services,Affluent Customer,N,Yes,17,11,0.48,0.6,0.75,0.75,401,0.935,"Oatley, Sydney, Georges River Council, 2223, New South Wales, Australia",-33.97483791538461,151.0742980153846
4408,Leese,Huckleby,Female,67,1977-09-10,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,16,7,0.47,0.5874999999999999,0.5874999999999999,0.5874999999999999,405,0.93,"Healesville, Melbourne, Shire of Yarra Ranges, 3777, Victoria, Australia",-37.6518527877193,145.51682158596492
4409,Dodi,Kiggel,Female,5,1980-08-15,,Financial Services,Mass Customer,N,Yes,13,11,0.69,0.8624999999999999,1.078125,0.91640625,405,0.93,"West Ryde, Sydney, Council of the City of Ryde, 2114, New South Wales, Australia",-33.81435206348315,151.08905188707865
4410,Kippar,Brimilcome,Male,21,1938-11-29,Graphic Designer,Health,Mass Customer,N,No,19,11,0.79,0.79,0.9875,0.839375,405,0.93,"Holsworthy, Sydney, Liverpool City Council, 2089, New South Wales, Australia",-34.145622083725485,150.90133416686274
4411,Corinna,Beretta,Female,24,1996-02-29,Programmer III,Health,High Net Worth,N,No,12,7,0.91,0.91,0.91,0.91,408,0.9296875,"Burnside Heights, Melbourne, City of Melton, 3023, Victoria, Australia",-37.739486403162054,144.75076833043477
4412,Laurie,Odlin,Female,75,1983-03-08,Social Worker,Health,High Net Worth,N,No,10,10,0.69,0.69,0.8624999999999999,0.8624999999999999,409,0.925,"Mentone, Melbourne, City of Kingston, 3194, Victoria, Australia",-37.98185719984762,145.06092479946665
4413,Mair,Erett,Female,15,1957-12-05,Speech Pathologist,,Affluent Customer,N,No,18,7,0.49,0.49,0.49,0.49,409,0.925,"Telopea, Sydney, City of Parramatta Council, 2117, New South Wales, Australia",-33.796306994736845,151.0402516342105
4414,Marcelia,Copins,Female,81,1946-03-15,,,Mass Customer,N,Yes,21,8,0.86,1.075,1.34375,1.1421875,409,0.925,"Warnervale, Central Coast Council, 2259, New South Wales, Australia",-33.243222411184206,151.45501729210528
4415,Tanner,Terlinden,Male,84,1995-12-09,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,14,11,0.45,0.45,0.5625,0.478125,409,0.925,"Templestowe, Melbourne, City of Manningham, 3106, Victoria, Australia",-37.76044913621794,145.1453342878205
4416,Hilliard,Dullard,Male,65,1954-07-18,Civil Engineer,Manufacturing,Mass Customer,N,No,17,8,0.41,0.41,0.41,0.3485,409,0.925,"Villawood, Sydney, Canterbury-Bankstown Council, 2163, New South Wales, Australia",-33.885538728571426,150.97389422857145
4417,Justinn,Haruard,Female,48,1958-08-28,Health Coach IV,Health,High Net Worth,N,No,11,12,0.77,0.77,0.9625,0.9625,414,0.924375,"Maroubra, Sydney, Randwick City Council, 2035, New South Wales, Australia",-33.94194296551724,151.2362829
4418,Wyn,Meach,Male,37,1938-09-10,,Manufacturing,Mass Customer,N,No,9,9,0.83,0.83,1.0375,0.8818749999999999,415,0.921875,"Marsden Park, Sydney, Blacktown City Council, 2765, New South Wales, Australia",-33.696553990648994,150.81826323242615
4419,Art,Shardlow,Male,57,1963-10-15,Data Coordiator,Argiculture,Mass Customer,N,Yes,15,2,0.8,1.0,1.0,0.85,415,0.921875,"Harristown, Toowoomba Regional, 4350, Queensland, Australia",-27.57856169467005,151.93171747648054
4420,Dennis,Varnham,Male,57,1953-05-17,Assistant Media Planner,Entertainment,Affluent Customer,N,No,17,3,0.88,0.88,0.88,0.88,415,0.921875,"Lake Wendouree, Ballarat, City of Ballarat, 3350, Victoria, Australia",-37.551475919091175,143.83133114550017
4421,Freddi,Litherborough,Female,46,1989-01-14,Product Engineer,Financial Services,Mass Customer,N,No,7,3,0.68,0.68,0.68,0.5780000000000001,418,0.918,"Clarence Valley Council, 2460, New South Wales, Australia",-29.709466293913042,152.8346721204348
4422,Salomon,Perkins,Male,76,1998-01-12,Engineer IV,Financial Services,Affluent Customer,N,Yes,1,10,0.93,1.1625,1.453125,1.453125,419,0.91640625,"Pyrmont, Sydney, Council of the City of Sydney, 2009, New South Wales, Australia",-33.86993744155844,151.19277017272728
4423,Sherill,,Female,33,1991-12-18,Information Systems Manager,Financial Services,Mass Customer,N,No,3,1,0.81,0.81,0.81,0.6885,420,0.91375,"Fowlers Gap, Unincorporated Area, 2880, New South Wales, Australia",-31.42694919,141.64956207272726
4424,Queenie,Learie,Female,90,1948-01-24,,Property,Mass Customer,N,No,12,11,0.89,0.89,1.1125,0.945625,420,0.91375,"Pymble, Sydney, Ku-ring-gai Council, 2073, New South Wales, Australia",-33.74744459722222,151.13759276666667
4425,Etan,Prinett,Male,97,1970-01-21,Operator,Argiculture,Mass Customer,N,Yes,10,8,0.42,0.525,0.65625,0.5578124999999999,420,0.91375,"West Gosford, Central Coast Council, 2250, New South Wales, Australia",-33.41742631832061,151.32892338492368
4426,Donaugh,Benedict,Male,3,1991-12-01,Systems Administrator III,Property,Mass Customer,N,No,12,9,0.41,0.41,0.5125,0.4356249999999999,420,0.91375,"Engadine, Sydney, Sutherland Shire Council, 2233, New South Wales, Australia",-34.05174776495063,151.02203310169253
4427,Harwell,Kleinstein,Male,87,1993-10-18,Sales Representative,Retail,Affluent Customer,N,No,15,5,0.65,0.65,0.8125,0.8125,420,0.91375,"Drouin, Shire of Baw Baw, 3818, Victoria, Australia",-38.14643699230769,145.84573146153846
4428,Cheston,Hritzko,Male,70,1945-11-08,Software Engineer III,Manufacturing,Mass Customer,N,Yes,19,9,0.72,0.8999999999999999,1.125,0.95625,420,0.91375,"Sydney Olympic Park, Sydney, City of Parramatta Council, 2127, New South Wales, Australia",-33.83500813975903,151.07104011084337
4429,Suzy,Trounson,Female,13,1947-07-19,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,20,9,0.74,0.925,1.15625,0.9828125,420,0.91375,"Carina Heights, Greater Brisbane, 4152, Queensland, Australia",-27.49959985156002,153.09717513186675
4430,Jobie,Runacres,Female,96,1975-01-08,Developer IV,,Mass Customer,N,Yes,18,7,0.99,1.2375,1.546875,1.31484375,427,0.9125,"Warilla, Shellharbour City Council, 2528, New South Wales, Australia",-34.554397119565216,150.85909015217393
4431,Guenna,Filisov,Female,52,1969-02-09,Chemical Engineer,Manufacturing,High Net Worth,N,No,13,9,0.91,0.91,1.1375,1.1375,427,0.9125,"Castle Hill, Hills District, Sydney, The Hills Shire Council, 2154, New South Wales, Australia",-33.74146436155277,151.00700687545327
4432,Opal,Cleare,Female,6,1977-09-26,Database Administrator II,Property,Affluent Customer,N,Yes,20,9,0.88,1.1,1.375,1.375,429,0.91,"Lane Cove, Sydney, Lane Cove Municipal Council, 2066, New South Wales, Australia",-33.814083736190476,151.1690533295238
4433,Ottilie,Wanless,Female,51,1940-11-10,Environmental Specialist,,Affluent Customer,N,No,8,4,0.88,0.88,0.88,0.88,430,0.9095,"Tumut Plains, Snowy Valleys Council, 2720, New South Wales, Australia",-35.34548914893617,148.27095246595746
4434,Kipper,Circuit,Male,23,1974-12-12,Research Assistant IV,Argiculture,Mass Customer,N,Yes,4,8,0.88,1.1,1.1,0.935,430,0.9095,"Homebush, Sydney, Strathfield Municipal Council, 2140, New South Wales, Australia",-33.85978548035714,151.07764425
4435,Marilin,Frome,Female,58,1975-12-22,Account Executive,IT,Mass Customer,N,Yes,17,9,0.9,1.125,1.40625,1.1953125,430,0.9095,"Sandringham, Sydney, Bayside Council, 2219, New South Wales, Australia",-33.99555932962963,151.1399879962963
4436,Arel,Abramovitz,Male,72,1957-11-12,Nurse Practicioner,Health,Mass Customer,N,No,16,4,0.83,0.83,0.83,0.7054999999999999,433,0.90625,"Tuan Forest, Fraser Coast Regional, 4650, Queensland, Australia",-25.61475430410959,152.7913102780822
4437,Kit,Easdon,Male,61,1978-10-26,Director of Sales,Property,Affluent Customer,N,No,12,8,0.71,0.71,0.71,0.71,433,0.90625,"Rowville, Melbourne, City of Knox, 3156, Victoria, Australia",-37.90096691359667,145.27558982656964
4438,Gregg,Aimeric,U,52,,Internal Auditor,IT,Mass Customer,N,No,7,5,0.83,0.83,0.83,0.7054999999999999,433,0.90625,"Beveridge, Shire of Mitchell, 3753, Victoria, Australia",-37.47514895,144.949192675
4439,Skipp,Swales,Male,15,1973-11-14,Community Outreach Specialist,Entertainment,High Net Worth,N,Yes,22,7,0.91,1.1375,1.1375,1.1375,436,0.903125,"Tarneit, Melbourne, City of Wyndham, 3029, Victoria, Australia",-37.84657426790124,144.70038635370372
4440,Frederich,Glantz,Male,37,1997-08-27,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,10,8,1.1,1.375,1.375,1.375,436,0.903125,"Schofields, Sydney, Blacktown City Council, 2762, New South Wales, Australia",-33.69892966666667,150.87946759166667
4441,Rodolph,Denniss,Male,28,1974-08-07,Geologist III,Property,Affluent Customer,N,Yes,7,2,0.71,0.8875,0.8875,0.8875,436,0.903125,"Sebastopol, Ballarat, City of Ballarat, 3356, Victoria, Australia",-37.58964577391304,143.82611413043477
4442,Craggie,Dering,Male,47,1952-10-05,Actuary,Financial Services,Mass Customer,N,No,7,10,0.95,0.95,1.1875,1.009375,436,0.903125,"West Pennant Hills, Sydney, The Hills Shire Council, 2125, New South Wales, Australia",-33.75181678181818,151.04116254545454
4443,Johna,Bunker,U,93,,Tax Accountant,IT,Mass Customer,N,Yes,14,6,0.9,1.125,1.40625,1.1953125,436,0.903125,"Fitzroy, Melbourne, City of Yarra, 3065, Victoria, Australia",-37.80115209201452,144.97978004555355
4444,Giralda,MacPeake,Female,59,1941-04-04,Librarian,Entertainment,High Net Worth,N,Yes,14,1,0.93,1.1625,1.1625,1.1625,441,0.901,"Leeton, Leeton Shire Council, 2705, New South Wales, Australia",-34.5567660335175,146.39960344272558
4445,Rodney,Trethewey,Male,16,1997-03-17,Software Consultant,Financial Services,Affluent Customer,N,No,15,8,0.44,0.44,0.44,0.44,441,0.901,"Werribee, Melbourne, City of Wyndham, 3030, Victoria, Australia",-37.893824220172085,144.69761997566923
4446,Theresina,,Female,30,1987-03-01,General Manager,Argiculture,Mass Customer,N,Yes,14,2,0.63,0.7875,0.7875,0.6693749999999999,441,0.901,"San Isidore, Wagga Wagga City Council, 2650, New South Wales, Australia",-35.133451765868266,147.2970264053892
4447,Gleda,Howerd,Female,59,1964-01-22,Senior Developer,IT,Mass Customer,N,No,6,2,0.75,0.75,0.75,0.6375,444,0.9,"Collombatti, Kempsey Shire Council, 2440, New South Wales, Australia",-31.00539268924731,152.77070034301076
4448,Melany,Ladewig,Female,76,1972-05-17,Research Associate,Financial Services,Mass Customer,N,Yes,10,7,0.52,0.65,0.65,0.5525,444,0.9,"Cornubia, Greater Brisbane, 4130, Queensland, Australia",-27.66613666292135,153.2018701505618
4449,Claudell,Rounsefell,Male,67,1993-11-27,VP Sales,Financial Services,Affluent Customer,N,No,8,5,0.4,0.4,0.4,0.4,444,0.9,"Surfers Paradise, Gold Coast City, 4217, Queensland, Australia",-28.00344220866426,153.41376344392296
4450,Garwin,Nurden,Male,54,1958-04-19,Programmer I,Property,High Net Worth,N,Yes,5,11,1.04,1.3,1.625,1.625,444,0.9,"Toorak, Melbourne, City of Stonnington, 3142, Victoria, Australia",-37.841051152054796,145.0155642561644
4451,Bunny,Leebetter,Female,83,1966-04-30,Quality Engineer,Manufacturing,High Net Worth,N,Yes,8,4,0.46,0.5750000000000001,0.7187500000000001,0.7187500000000001,444,0.9,"Redbank Plains, Greater Brisbane, 4301, Queensland, Australia",-27.63144824718101,152.86786219881304
4452,Matias,Melloi,Male,61,1977-02-03,Legal Assistant,Retail,Affluent Customer,N,No,11,10,0.83,0.83,1.0375,1.0375,444,0.9,"Beaumont Hills, Hills District, Sydney, The Hills Shire Council, 2155, New South Wales, Australia",-33.688336075428566,150.93352293571428
4453,Sada,Dowyer,Female,47,1998-11-22,Human Resources Manager,,High Net Worth,N,Yes,3,10,1.02,1.275,1.59375,1.59375,450,0.8999999999999999,"Cremorne, Sydney, North Sydney Council, 2090, New South Wales, Australia",-33.83030669,151.22585685
4454,Anet,Roseman,Female,84,1996-11-24,Programmer Analyst III,Financial Services,Mass Customer,N,No,9,4,0.81,0.81,1.0125,0.8606250000000001,450,0.8999999999999999,"Garfield, Melbourne, Shire of Cardinia, 3814, Victoria, Australia",-38.08952486008584,145.68029064892704
4455,Katie,Warhurst,Female,0,1991-12-02,Help Desk Operator,Retail,High Net Worth,N,Yes,14,5,0.59,0.7374999999999999,0.7374999999999999,0.7374999999999999,450,0.8999999999999999,"Donnybrook, Melbourne, City of Whittlesea, 3064, Victoria, Australia",-37.54684330092879,144.96359127801858
4456,Celia,Bryden,Female,12,1943-04-06,Chemical Engineer,Manufacturing,High Net Worth,N,No,21,9,1.08,1.08,1.35,1.35,450,0.8999999999999999,"West Ryde, Sydney, Council of the City of Ryde, 2114, New South Wales, Australia",-33.81435206348315,151.08905188707865
4457,Stearne,Trolley,Male,42,1982-02-01,Automation Specialist IV,Financial Services,High Net Worth,N,No,14,11,0.45,0.45,0.5625,0.5625,450,0.8999999999999999,"Concord, Inner West, Sydney, City of Canada Bay Council, 2137, New South Wales, Australia",-33.85466190909091,151.1023557659091
4458,Tristam,Larose,Male,70,1985-01-29,VP Accounting,Financial Services,Mass Customer,N,No,17,11,0.53,0.53,0.6625000000000001,0.5631250000000001,455,0.8925,"Concord, Inner West, Sydney, City of Canada Bay Council, 2137, New South Wales, Australia",-33.85466190909091,151.1023557659091
4459,Laurena,,Female,21,1961-07-31,VP Sales,,High Net Worth,N,No,10,6,0.86,0.86,0.86,0.86,455,0.8925,"Pakenham, Melbourne, Shire of Cardinia, 3810, Victoria, Australia",-38.063884217213115,145.46991815245903
4460,Heloise,Fairpool,Female,17,1976-09-07,Information Systems Manager,Manufacturing,High Net Worth,N,No,17,3,1.07,1.07,1.07,1.07,455,0.8925,"Sun Valley, Gladstone Regional, 4680, Queensland, Australia",-23.88059455732484,151.257054888535
