,first_name,last_name,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,property_valuation,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Rank,Value,geo_address,latitude,longitude,years_since_1st_DOB
4365,Muffin,Grigolon,Male,7,Senior Editor,Telecommunications,Mass Customer,N,No,12,10,0.56,0.56,0.7000000000000001,0.5950000000000001,361,0.9775,"Sutherland, Sydney, Sutherland Shire Council, 2232, New South Wales, Australia",-34.03018081297297,151.06119609567568,44.19164955509925
4366,Allsun,Biner,Female,67,Nurse Practicioner,Financial Services,Mass Customer,N,Yes,10,2,0.49,0.6125,0.6125,0.520625,361,0.9775,"Lavington, Albury City Council, 2641, New South Wales, Australia",-36.041505834782605,146.94379229565217,62.34633812457221
4367,Kenneth,Elleyne,Male,13,Technical Writer,Financial Services,Mass Customer,N,No,13,11,0.95,0.95,1.1875,1.009375,361,0.9775,"Malvern East, Melbourne, City of Stonnington, 3145, Victoria, Australia",-37.88018509753086,145.06123297777776,22.034223134839152
4368,Clotilda,Southers,Female,62,Computer Systems Analyst II,Financial Services,Mass Customer,N,Yes,15,4,0.98,1.225,1.225,1.04125,361,0.9775,"East Maitland, Newcastle-Maitland, Maitland City Council, 2323, New South Wales, Australia",-32.78429626352941,151.56835419411763,64.21355236139631
4369,Augustus,Bourley,Male,60,unknown,Health,Affluent Customer,N,No,18,10,0.97,0.97,1.2125,1.2125,366,0.975,"Carina Heights, Greater Brisbane, 4152, Queensland, Australia",-27.49959985156002,153.09717513186675,45.987679671457904
4370,Daisi,Tinwell,Female,84,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,11,8,1.07,1.07,1.3375,1.136875,366,0.975,"Springwood, Sydney, Blue Mountains City Council, 2777, New South Wales, Australia",-33.71237817130307,150.57737874831625,36.33949349760438
4371,Gerik,Woodroof,Male,18,Paralegal,Financial Services,High Net Worth,N,Yes,9,7,0.44,0.55,0.55,0.55,366,0.975,"Dandenong South, Melbourne, City of Greater Dandenong, 3175, Victoria, Australia",-38.01204633839663,145.19833800843884,23.808350444900753
4372,Claresta,MacConnulty,Female,6,Recruiting Manager,unknown,Mass Customer,N,Yes,20,9,1.08,1.35,1.6875,1.434375,366,0.975,"Bondi Beach, Sydney, Waverley Council, 2026, New South Wales, Australia",-33.890763394270834,151.2676076510417,22.11088295687885
4373,Arty,Fontelles,Male,50,Help Desk Technician,IT,High Net Worth,N,No,4,4,0.72,0.72,0.72,0.72,370,0.97,"Carrum, Melbourne, City of Kingston, 3197, Victoria, Australia",-38.07261962051282,145.12526485641027,59.16495550992471
4374,Giulia,Hazart,Female,57,Help Desk Technician,unknown,Mass Customer,N,No,11,11,0.57,0.57,0.7124999999999999,0.6056249999999999,371,0.96875,"Mermaid Waters, Gold Coast City, 4218, Queensland, Australia",-28.040198928653847,153.4271514603846,42.945927446954144
4375,Whit,Emloch,Male,30,Food Chemist,Health,Mass Customer,N,Yes,6,9,0.62,0.775,0.96875,0.8234374999999999,372,0.966875,"Hurstville, St George, Sydney, Georges River Council, 2220, New South Wales, Australia",-33.965560380645165,151.10584756451613,27.994524298425734
4376,Rowan,Summerly,Male,4,Librarian,Entertainment,Mass Customer,N,No,9,10,0.55,0.55,0.6875,0.584375,372,0.966875,"Narwee, Sydney, Canterbury-Bankstown Council, 2209, New South Wales, Australia",-33.947460385333336,151.06751749733334,38.86926762491444
4377,Ian,Rabat,Male,54,Web Designer I,Financial Services,Affluent Customer,N,No,11,11,0.57,0.57,0.7124999999999999,0.7124999999999999,372,0.966875,"Bentleigh, Melbourne, City of Glen Eira, 3204, Victoria, Australia",-37.91795392994186,145.03955651162792,39.950718685831625
4378,Agneta,McAmish,U,66,Structural Analysis Engineer,IT,Mass Customer,N,No,15,6,0.67,0.67,0.67,0.5695,375,0.96,"Mount Warren Park, Greater Brisbane, 4207, Queensland, Australia",-27.72339298857143,153.19512631652015,36.5886379192334
4379,Reginald,Jermy,Male,7,Director of Sales,unknown,High Net Worth,N,Yes,20,8,0.53,0.6625000000000001,0.6625000000000001,0.6625000000000001,375,0.96,"Shailer Park, Greater Brisbane, 4128, Queensland, Australia",-27.65381387746479,153.176264743662,25.059548254620122
4380,Link,Gorini,Male,60,unknown,IT,High Net Worth,N,No,10,2,0.72,0.72,0.72,0.72,375,0.96,"Black Snake, Gympie Regional, 4600, Queensland, Australia",-26.145409280000003,152.2623106342857,39.21697467488022
4381,Harriet,Brattan,Female,81,Human Resources Assistant I,Financial Services,High Net Worth,N,No,2,1,0.84,0.84,1.05,1.05,378,0.95625,"Kerang, Shire of Gannawarra, 3579, Victoria, Australia",-35.720707284375,143.868192128125,51.28268309377139
4382,Sada,Branton,Female,34,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,14,6,0.78,0.78,0.78,0.78,378,0.95625,"Frankston, Melbourne, City of Frankston, 3199, Victoria, Australia",-38.1543768975976,145.13190886516517,38.83915126625599
4383,Jenelle,Mc-Kerley,Female,40,Data Coordiator,Financial Services,Mass Customer,N,Yes,16,5,0.57,0.7124999999999999,0.7124999999999999,0.6056249999999999,378,0.95625,"Indooroopilly, Greater Brisbane, 4068, Queensland, Australia",-27.501940689568347,152.9753018095966,6.422997946611909
4384,Gabrila,Toopin,Female,7,Junior Executive,Manufacturing,Mass Customer,N,No,12,6,0.84,0.84,0.84,0.714,378,0.95625,"Mullaway, Coffs Harbour City Council, 2456, New South Wales, Australia",-30.08618144509804,153.1894397372549,27.397672826830938
4385,Almira,Mangion,Female,4,VP Product Management,Financial Services,Affluent Customer,N,Yes,2,12,0.52,0.65,0.8125,0.8125,382,0.95,"Cronulla, Sydney, Sutherland Shire Council, 2230, New South Wales, Australia",-34.05987198148148,151.1487288962963,60.42436687200548
4386,Arty,Strudwick,Male,85,Data Coordiator,Health,Mass Customer,N,Yes,8,10,0.79,0.9875,1.234375,1.04921875,382,0.95,"Padstow, Sydney, Canterbury-Bankstown Council, 2211, New South Wales, Australia",-33.95333918770492,151.03303168278688,28.4435318275154
4387,Alexa,Dillet,Female,65,Product Engineer,Entertainment,Affluent Customer,N,No,17,7,1.1,1.1,1.1,1.1,382,0.95,"Central Coast Council, 2261, New South Wales, Australia",-33.35283748787879,151.4686788909091,9.122518822724162
4388,Palmer,Heaven,Male,82,Staff Scientist,Financial Services,Affluent Customer,N,Yes,9,6,0.49,0.6125,0.765625,0.765625,382,0.95,"Doreen, Melbourne, Shire of Nillumbik, 3754, Victoria, Australia",-37.61061952288136,145.1216184177966,59.73716632443532
4389,Porter,Buckenhill,Male,46,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,9,7,1.04,1.3,1.3,1.3,386,0.945625,"Greenbank, Greater Brisbane, 4124, Queensland, Australia",-27.71890462307692,153.01262562,18.811772758384667
4390,Kizzee,Kemston,Female,11,unknown,Health,Mass Customer,N,No,13,8,0.8,0.8,0.8,0.68,386,0.945625,"Doonside, Sydney, Blacktown City Council, 2767, New South Wales, Australia",-33.765952373333334,150.87008584666668,26.105407255304584
4391,Isadora,Ducker,Female,15,Account Executive,unknown,Affluent Customer,N,Yes,8,5,0.55,0.6875,0.6875,0.6875,386,0.945625,"Bayswater, Melbourne, City of Knox, 3153, Victoria, Australia",-37.837088894354835,145.26850926290325,38.00958247775496
4392,Giffie,Offill,Male,51,Structural Engineer,Telecommunications,Affluent Customer,N,No,5,3,0.89,0.89,0.89,0.89,386,0.945625,"North Mackay, Mackay Regional, 4740, Queensland, Australia",-21.124333039534886,149.19110012093023,57.52772073921971
4393,Fara,Sarath,Female,75,Quality Control Specialist,unknown,Mass Customer,N,No,22,7,0.48,0.48,0.48,0.408,386,0.945625,"Busby, Sydney, Liverpool City Council, 2168, New South Wales, Australia",-33.91353901428571,150.87780079285716,12.856947296372347
4394,Carolann,Raatz,Female,25,Chief Design Engineer,unknown,High Net Worth,N,No,21,6,0.56,0.56,0.56,0.56,386,0.945625,"Cranbourne West, Melbourne, City of Casey, 3977, Victoria, Australia",-38.09794173882979,145.26580881329787,43.51540041067762
4395,Tamar,Windmill,Female,92,Senior Editor,Manufacturing,Affluent Customer,N,No,10,10,1.01,1.01,1.2625,1.2625,386,0.945625,"Bardwell Park, Sydney, Bayside Council, 2207, New South Wales, Australia",-33.93461146125,151.12887646125,4.016427104722792
4396,Kipp,Stockport,Male,36,Data Coordiator,Retail,Mass Customer,N,Yes,6,11,0.94,1.175,1.46875,1.2484375,386,0.945625,"Bondi Junction, Eastern Suburbs, Sydney, Waverley Council, 2022, New South Wales, Australia",-33.89206883695652,151.25056846956522,47.30184804928131
4397,Packston,Wackett,Male,10,Quality Engineer,Financial Services,Mass Customer,N,No,19,9,0.73,0.73,0.9125,0.775625,386,0.945625,"Cheltenham, Melbourne, City of Kingston, 3192, Victoria, Australia",-37.96121072167832,145.0522713013986,14.677618069815194
4398,Hanson,Eastes,Male,74,unknown,Manufacturing,Mass Customer,N,Yes,5,9,0.41,0.5125,0.640625,0.54453125,395,0.94,"Brunswick, Melbourne, City of Merri-bek, 3056, Victoria, Australia",-37.76793731528302,144.96029546698114,54.743326488706366
4399,Demetria,Bausor,Female,73,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,9,12,0.81,1.0125,1.265625,1.07578125,396,0.9375,"Collaroy Plateau, Sydney, Northern Beaches Council, 2097, New South Wales, Australia",-33.73380277511423,151.29467232619555,26.33538672142368
4400,Lura,Fawdrie,Female,66,VP Sales,Health,Mass Customer,N,Yes,4,3,0.49,0.6125,0.6125,0.520625,396,0.9375,"Advancetown, Gold Coast City, 4211, Queensland, Australia",-28.02440771293286,153.27420449250883,66.40657084188912
4401,Nora,Anselm,Female,84,unknown,Entertainment,High Net Worth,N,Yes,15,5,0.76,0.95,1.1875,1.1875,396,0.9375,"Forest Hill, Lockyer Valley Regional, 4342, Queensland, Australia",-27.576395085714285,152.38915141428572,25.374401095140314
4402,Estevan,Eastment,Male,54,Environmental Specialist,Health,Mass Customer,N,Yes,21,8,0.73,0.9125,0.9125,0.775625,396,0.9375,"Botany, Sydney, Bayside Council, 2019, New South Wales, Australia",-33.94965995,151.20431378333333,6.965092402464066
4403,Aloysius,Glowacz,Male,72,Financial Advisor,Financial Services,Affluent Customer,N,No,18,10,0.68,0.68,0.8500000000000001,0.8500000000000001,396,0.9375,"Sutherland, Sydney, Sutherland Shire Council, 2232, New South Wales, Australia",-34.03018081297297,151.06119609567568,43.58658453114305
4404,Bastien,Ibbeson,Male,53,Software Consultant,IT,Mass Customer,N,No,12,5,0.79,0.79,0.79,0.6715,401,0.935,"Cudgen, Tweed Shire Council, 2487, New South Wales, Australia",-28.26646308,153.557940164,41.204654346338124
4405,Otha,Langworthy,Female,91,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,13,10,0.61,0.7625,0.953125,0.81015625,401,0.935,"Blackburn, Melbourne, City of Whitehorse, 3130, Victoria, Australia",-37.814705920268715,145.15177178618043,31.41409993155373
4406,Gannie,Bargh,Male,56,Analyst Programmer,unknown,Mass Customer,N,Yes,13,7,0.92,1.15,1.15,0.9775,401,0.935,"Carrum Downs, Melbourne, City of Frankston, 3201, Victoria, Australia",-38.09778323469388,145.1771441122449,19.479808350444902
4407,Dwayne,Doel,Male,80,Cost Accountant,Financial Services,Affluent Customer,N,Yes,17,11,0.48,0.6,0.75,0.75,401,0.935,"Oatley, Sydney, Georges River Council, 2223, New South Wales, Australia",-33.97483791538461,151.0742980153846,42.417522245037645
4408,Leese,Huckleby,Female,67,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,16,7,0.47,0.5874999999999999,0.5874999999999999,0.5874999999999999,405,0.93,"Healesville, Melbourne, Shire of Yarra Ranges, 3777, Victoria, Australia",-37.6518527877193,145.51682158596492,42.053388090349074
4409,Dodi,Kiggel,Female,5,unknown,Financial Services,Mass Customer,N,Yes,13,11,0.69,0.8624999999999999,1.078125,0.91640625,405,0.93,"West Ryde, Sydney, Council of the City of Ryde, 2114, New South Wales, Australia",-33.81435206348315,151.08905188707865,44.982888432580424
4410,Kippar,Brimilcome,Male,21,Graphic Designer,Health,Mass Customer,N,No,19,11,0.79,0.79,0.9875,0.839375,405,0.93,"Holsworthy, Sydney, Liverpool City Council, 2089, New South Wales, Australia",-34.145622083725485,150.90133416686274,3.271731690622861
4411,Corinna,Beretta,Female,24,Programmer III,Health,High Net Worth,N,No,12,7,0.91,0.91,0.91,0.91,408,0.9296875,"Burnside Heights, Melbourne, City of Melton, 3023, Victoria, Australia",-37.739486403162054,144.75076833043477,60.52292950034223
4412,Laurie,Odlin,Female,75,Social Worker,Health,High Net Worth,N,No,10,10,0.69,0.69,0.8624999999999999,0.8624999999999999,409,0.925,"Mentone, Melbourne, City of Kingston, 3194, Victoria, Australia",-37.98185719984762,145.06092479946665,47.54277891854894
4413,Mair,Erett,Female,15,Speech Pathologist,unknown,Affluent Customer,N,No,18,7,0.49,0.49,0.49,0.49,409,0.925,"Telopea, Sydney, City of Parramatta Council, 2117, New South Wales, Australia",-33.796306994736845,151.0402516342105,22.288843258042437
4414,Marcelia,Copins,Female,81,unknown,unknown,Mass Customer,N,Yes,21,8,0.86,1.075,1.34375,1.1421875,409,0.925,"Warnervale, Central Coast Council, 2259, New South Wales, Australia",-33.243222411184206,151.45501729210528,10.562628336755647
4415,Tanner,Terlinden,Male,84,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,14,11,0.45,0.45,0.5625,0.478125,409,0.925,"Templestowe, Melbourne, City of Manningham, 3106, Victoria, Australia",-37.76044913621794,145.1453342878205,60.2984257357974
4416,Hilliard,Dullard,Male,65,Civil Engineer,Manufacturing,Mass Customer,N,No,17,8,0.41,0.41,0.41,0.3485,409,0.925,"Villawood, Sydney, Canterbury-Bankstown Council, 2163, New South Wales, Australia",-33.885538728571426,150.97389422857145,18.90485968514716
4417,Justinn,Haruard,Female,48,Health Coach IV,Health,High Net Worth,N,No,11,12,0.77,0.77,0.9625,0.9625,414,0.924375,"Maroubra, Sydney, Randwick City Council, 2035, New South Wales, Australia",-33.94194296551724,151.2362829,23.017111567419576
4418,Wyn,Meach,Male,37,unknown,Manufacturing,Mass Customer,N,No,9,9,0.83,0.83,1.0375,0.8818749999999999,415,0.921875,"Marsden Park, Sydney, Blacktown City Council, 2765, New South Wales, Australia",-33.696553990648994,150.81826323242615,3.052703627652293
4419,Art,Shardlow,Male,57,Data Coordiator,Argiculture,Mass Customer,N,Yes,15,2,0.8,1.0,1.0,0.85,415,0.921875,"Harristown, Toowoomba Regional, 4350, Queensland, Australia",-27.57856169467005,151.93171747648054,28.147843942505133
4420,Dennis,Varnham,Male,57,Assistant Media Planner,Entertainment,Affluent Customer,N,No,17,3,0.88,0.88,0.88,0.88,415,0.921875,"Lake Wendouree, Ballarat, City of Ballarat, 3350, Victoria, Australia",-37.551475919091175,143.83133114550017,17.73579739904175
4421,Freddi,Litherborough,Female,46,Product Engineer,Financial Services,Mass Customer,N,No,7,3,0.68,0.68,0.68,0.5780000000000001,418,0.918,"Clarence Valley Council, 2460, New South Wales, Australia",-29.709466293913042,152.8346721204348,53.399041752224505
4422,Salomon,Perkins,Male,76,Engineer IV,Financial Services,Affluent Customer,N,Yes,1,10,0.93,1.1625,1.453125,1.453125,419,0.91640625,"Pyrmont, Sydney, Council of the City of Sydney, 2009, New South Wales, Australia",-33.86993744155844,151.19277017272728,62.392881587953454
4423,Sherill,,Female,33,Information Systems Manager,Financial Services,Mass Customer,N,No,3,1,0.81,0.81,0.81,0.6885,420,0.91375,"Fowlers Gap, Unincorporated Area, 2880, New South Wales, Australia",-31.42694919,141.64956207272726,56.323066392881586
4424,Queenie,Learie,Female,90,unknown,Property,Mass Customer,N,No,12,11,0.89,0.89,1.1125,0.945625,420,0.91375,"Pymble, Sydney, Ku-ring-gai Council, 2073, New South Wales, Australia",-33.74744459722222,151.13759276666667,12.424366872005475
4425,Etan,Prinett,Male,97,Operator,Argiculture,Mass Customer,N,Yes,10,8,0.42,0.525,0.65625,0.5578124999999999,420,0.91375,"West Gosford, Central Coast Council, 2250, New South Wales, Australia",-33.41742631832061,151.32892338492368,34.417522245037645
4426,Donaugh,Benedict,Male,3,Systems Administrator III,Property,Mass Customer,N,No,12,9,0.41,0.41,0.5125,0.4356249999999999,420,0.91375,"Engadine, Sydney, Sutherland Shire Council, 2233, New South Wales, Australia",-34.05174776495063,151.02203310169253,56.276522929500345
4427,Harwell,Kleinstein,Male,87,Sales Representative,Retail,Affluent Customer,N,No,15,5,0.65,0.65,0.8125,0.8125,420,0.91375,"Drouin, Shire of Baw Baw, 3818, Victoria, Australia",-38.14643699230769,145.84573146153846,58.157426420260094
4428,Cheston,Hritzko,Male,70,Software Engineer III,Manufacturing,Mass Customer,N,Yes,19,9,0.72,0.8999999999999999,1.125,0.95625,420,0.91375,"Sydney Olympic Park, Sydney, City of Parramatta Council, 2127, New South Wales, Australia",-33.83500813975903,151.07104011084337,10.21492128678987
4429,Suzy,Trounson,Female,13,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,20,9,0.74,0.925,1.15625,0.9828125,420,0.91375,"Carina Heights, Greater Brisbane, 4152, Queensland, Australia",-27.49959985156002,153.09717513186675,11.906913073237508
4430,Jobie,Runacres,Female,96,Developer IV,unknown,Mass Customer,N,Yes,18,7,0.99,1.2375,1.546875,1.31484375,427,0.9125,"Warilla, Shellharbour City Council, 2528, New South Wales, Australia",-34.554397119565216,150.85909015217393,39.38124572210815
4431,Guenna,Filisov,Female,52,Chemical Engineer,Manufacturing,High Net Worth,N,No,13,9,0.91,0.91,1.1375,1.1375,427,0.9125,"Castle Hill, Hills District, Sydney, The Hills Shire Council, 2154, New South Wales, Australia",-33.74146436155277,151.00700687545327,33.47022587268994
4432,Opal,Cleare,Female,6,Database Administrator II,Property,Affluent Customer,N,Yes,20,9,0.88,1.1,1.375,1.375,429,0.91,"Lane Cove, Sydney, Lane Cove Municipal Council, 2066, New South Wales, Australia",-33.814083736190476,151.1690533295238,42.09719370294319
4433,Ottilie,Wanless,Female,51,Environmental Specialist,unknown,Affluent Customer,N,No,8,4,0.88,0.88,0.88,0.88,430,0.9095,"Tumut Plains, Snowy Valleys Council, 2720, New South Wales, Australia",-35.34548914893617,148.27095246595746,5.221081451060917
4434,Kipper,Circuit,Male,23,Research Assistant IV,Argiculture,Mass Customer,N,Yes,4,8,0.88,1.1,1.1,0.935,430,0.9095,"Homebush, Sydney, Strathfield Municipal Council, 2140, New South Wales, Australia",-33.85978548035714,151.07764425,39.30732375085558
4435,Marilin,Frome,Female,58,Account Executive,IT,Mass Customer,N,Yes,17,9,0.9,1.125,1.40625,1.1953125,430,0.9095,"Sandringham, Sydney, Bayside Council, 2219, New South Wales, Australia",-33.99555932962963,151.1399879962963,40.33401779603012
4436,Arel,Abramovitz,Male,72,Nurse Practicioner,Health,Mass Customer,N,No,16,4,0.83,0.83,0.83,0.7054999999999999,433,0.90625,"Tuan Forest, Fraser Coast Regional, 4650, Queensland, Australia",-25.61475430410959,152.7913102780822,22.2258726899384
4437,Kit,Easdon,Male,61,Director of Sales,Property,Affluent Customer,N,No,12,8,0.71,0.71,0.71,0.71,433,0.90625,"Rowville, Melbourne, City of Knox, 3156, Victoria, Australia",-37.90096691359667,145.27558982656964,43.17864476386037
4438,Gregg,Aimeric,U,52,Internal Auditor,IT,Mass Customer,N,No,7,5,0.83,0.83,0.83,0.7054999999999999,433,0.90625,"Beveridge, Shire of Mitchell, 3753, Victoria, Australia",-37.47514895,144.949192675,36.5886379192334
4439,Skipp,Swales,Male,15,Community Outreach Specialist,Entertainment,High Net Worth,N,Yes,22,7,0.91,1.1375,1.1375,1.1375,436,0.903125,"Tarneit, Melbourne, City of Wyndham, 3029, Victoria, Australia",-37.84657426790124,144.70038635370372,38.23134839151266
